method,topology,candidate_id,threshold,counterfactual_type,event_indices,event_specification,crossing,hcd_removal_elements,direct_impact_crossing,rlto_support_pairs
MI-C,A,FST-MI-44,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-45,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-45,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-45,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-45,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-45,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-45,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-46,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-46,moderate,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-46,moderate,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,T2P,False,0:1
MI-C,A,FST-MI-46,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-46,severe,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-46,severe,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,T2P,False,0:1
MI-C,A,FST-MI-47,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-47,moderate,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-47,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-47,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-47,severe,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-47,severe,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-48,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-48,moderate,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-48,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-48,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-48,severe,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-48,severe,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-49,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-49,moderate,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-49,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-49,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-49,severe,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-49,severe,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-C,A,FST-MI-50,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-50,moderate,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",False,,,
MI-C,A,FST-MI-50,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-50,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-50,severe,constituent_single_event,1,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-C,A,FST-MI-50,severe,support_evidence,0;1,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-01,moderate,constituent_single_event,0,"[{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-01,moderate,support_evidence,0,"[{""target"":""S1A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-02,moderate,constituent_single_event,0,"[{""target"":""S1A"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-02,moderate,support_evidence,0,"[{""target"":""S1A"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-03,moderate,constituent_single_event,0,"[{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-03,moderate,support_evidence,0,"[{""target"":""S1B"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-04,moderate,constituent_single_event,0,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-04,moderate,support_evidence,0,"[{""target"":""S1B"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-05,moderate,constituent_single_event,0,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-05,moderate,support_evidence,0,"[{""target"":""S1C"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-06,moderate,constituent_single_event,0,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-06,moderate,support_evidence,0,"[{""target"":""S1C"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-09,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-09,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-10,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-10,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-10,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-10,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-11,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-11,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-11,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-11,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-12,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-12,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-12,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-12,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-13,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-13,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-13,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-13,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-14,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-14,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-14,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-14,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-15,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-15,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-15,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-15,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-16,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-16,moderate,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-16,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-16,severe,support_evidence,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-19,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-19,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-19,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-19,severe,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-20,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-20,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-20,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-20,severe,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-21,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-21,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-21,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-21,severe,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-22,moderate,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-22,moderate,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-22,severe,constituent_single_event,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-22,severe,support_evidence,0,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-24,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-24,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-24,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-25,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-25,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-25,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-25,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-25,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-25,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-26,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-26,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-26,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-27,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-27,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-27,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-27,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-27,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-27,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-28,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-28,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-28,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-28,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-28,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-28,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-29,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-29,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-29,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-29,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-29,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-29,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-30,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-30,moderate,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-30,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-30,severe,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-30,severe,constituent_single_event,1,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-30,severe,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.8,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,False,
MI-M,A,FST-MI-32,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-32,moderate,constituent_single_event,1,"[{""target"":""S1A"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-32,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
MI-M,A,FST-MI-34,moderate,constituent_single_event,0,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,,,
MI-M,A,FST-MI-34,moderate,constituent_single_event,1,"[{""target"":""S1B"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",False,,,
MI-M,A,FST-MI-34,moderate,support_evidence,0;1,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]",True,T2P,False,
